Time;Pleth;II
'21:01:41.372';-64;-12.95
'21:01:41.421';-61;84.7
'21:01:41.421';-58;78.59
'21:01:41.421';-57;34.16
'21:01:41.471';-57;-21.06
'21:01:41.471';-58;-33.97
'21:01:41.505';-58;-32.62
'21:01:41.505';-57;-30.54
'21:01:41.555';-58;-25.96
'21:01:41.555';-58;-16.76
'21:01:41.604';-63;-5.3
'21:01:41.604';-96;0.59
'21:01:41.604';-173;0.81
'21:01:41.654';-241;-1.67
'21:01:41.654';-278;-4.45
'21:01:41.688';-287;-5.86
'21:01:41.688';-279;-5.91
'21:01:41.735';-259;-5.15
'21:01:41.735';-231;-4.35
'21:01:41.773';-200;-2.52
'21:01:41.773';-169;-0.85
'21:01:41.821';-143;0.06
'21:01:41.821';-121;0.91
'21:01:41.821';-103;1.76
'21:01:41.872';-86;2.61
'21:01:41.872';-73;3.23
'21:01:41.907';-60;3.9
'21:01:41.907';-56;4.4
'21:01:41.943';-57;4.75
'21:01:41.943';-65;5.22
'21:01:41.989';-75;5.77
'21:01:41.989';-86;8.07
'21:01:42.038';-92;10.16
'21:01:42.038';-95;8.42
'21:01:42.088';-92;5.9
'21:01:42.088';-86;4.08
'21:01:42.088';-81;2.98
'21:01:42.122';-74;2.35
'21:01:42.122';-67;1.98
'21:01:42.172';-62;-4.22
'21:01:42.172';-57;8.35
'21:01:42.222';-54;86.52
'21:01:42.222';-53;54.76
'21:01:42.222';-52;8.39
'21:01:42.270';-53;-24.04
'21:01:42.270';-55;-30.44
'21:01:42.306';-54;-27.82
'21:01:42.306';-54;-23.3
'21:01:42.339';-56;-15.52
'21:01:42.339';-56;-6.33
'21:01:42.389';-66;2.81
'21:01:42.389';-118;6.53
'21:01:42.438';-198;3.8
'21:01:42.438';-256;-1.32
'21:01:42.438';-280;-6.02
'21:01:42.472';-283;-7.48
'21:01:42.514';-270;-4.19
'21:01:42.514';-246;-1.6
'21:01:42.569';-216;2.27
'21:01:42.569';-188;5.24
'21:01:42.569';-160;6.84
'21:01:42.607';-136;6.9
'21:01:42.607';-116;7.2
'21:01:42.656';-99;7.15
'21:01:42.656';-84;7.12
'21:01:42.705';-70;7.1
'21:01:42.705';-61;6.81
'21:01:42.705';-55;6.54
'21:01:42.755';-57;6.17
'21:01:42.755';-64;5.83
'21:01:42.805';-74;5.86
'21:01:42.805';-81;6.71
'21:01:42.805';-85;6.77
'21:01:42.855';-86;5.21
'21:01:42.855';-83;3.49
'21:01:42.905';-79;2.18
'21:01:42.905';-71;0.94
'21:01:42.905';-65;0.36
'21:01:42.954';-58;-1.3
'21:01:42.954';-53;-11.09
'21:01:42.989';-50;52.38
'21:01:42.989';-49;85.24
'21:01:43.037';-49;35.06
'21:01:43.037';-48;-14.49
'21:01:43.085';-49;-32.84
'21:01:43.085';-49;-32.23
'21:01:43.085';-52;-29.92
'21:01:43.133';-52;-24.73
'21:01:43.133';-52;-15.75
'21:01:43.181';-55;-4.31
'21:01:43.181';-70;1.58
'21:01:43.181';-131;2.91
'21:01:43.219';-208;0.92
'21:01:43.219';-257;-2.07
'21:01:43.256';-275;-4.46
'21:01:43.312';-273;-5.45
'21:01:43.312';-256;-4.32
'21:01:43.312';-229;-3.3
'21:01:43.353';-197;-2.05
'21:01:43.353';-165;-1.16
'21:01:43.397';-139;-0.56
'21:01:43.397';-118;0.34
'21:01:43.437';-100;1.78
'21:01:43.437';-85;2.98
'21:01:43.437';-71;4.14
'21:01:43.487';-59;5.54
'21:01:43.487';-50;7.18
'21:01:43.529';-48;8.07
'21:01:43.529';-56;8.92
'21:01:43.561';-66;10.84
'21:01:43.561';-78;11.53
'21:01:43.606';-87;8.88
'21:01:43.606';-91;6.1
'21:01:43.656';-91;3.75
'21:01:43.656';-86;3.08
'21:01:43.706';-80;2.12
'21:01:43.706';-73;2.09
'21:01:43.706';-66;-3.14
'21:01:43.756';-62;11.9
'21:01:43.756';-59;89.72
'21:01:43.790';-57;59.57
'21:01:43.790';-56;9.75
'21:01:43.838';-56;-22.43
'21:01:43.838';-55;-26.9
'21:01:43.838';-57;-25.85
'21:01:43.889';-57;-21.93
'21:01:43.889';-58;-14.9
'21:01:43.922';-59;-4.28
'21:01:43.922';-70;4.5
'21:01:43.972';-123;7.19
'21:01:43.972';-201;4.32
'21:01:44.022';-256;-0.11
'21:01:44.022';-280;-3.79
'21:01:44.022';-282;-5.25
'21:01:44.061';-267;-4.78
'21:01:44.061';-244;-3.66
'21:01:44.108';-216;-2.89
'21:01:44.108';-188;-1.3
'21:01:44.156';-162;-0.02
'21:01:44.156';-141;1.49
'21:01:44.203';-121;2.89
'21:01:44.203';-106;4.16
'21:01:44.203';-91;5.64
'21:01:44.237';-78;6.37
'21:01:44.237';-67;6.83
'21:01:44.273';-63;7.11
'21:01:44.323';-66;7.3
'21:01:44.323';-74;7.81
'21:01:44.323';-83;9.79
'21:01:44.371';-91;11.53
'21:01:44.371';-95;9.17
'21:01:44.406';-94;5.92
'21:01:44.406';-90;3.53
'21:01:44.441';-84;2.54
'21:01:44.441';-75;2.03
'21:01:44.492';-68;1.75
'21:01:44.492';-61;-4.25
'21:01:44.541';-57;8.13
'21:01:44.541';-54;85.99
'21:01:44.541';-53;51.14
'21:01:44.575';-53;3.81
'21:01:44.575';-54;-28.23
'21:01:44.611';-54;-34.46
'21:01:44.656';-56;-31.84
'21:01:44.656';-56;-27.78
'21:01:44.656';-57;-19.99
'21:01:44.703';-60;-8.92
'21:01:44.703';-72;-0.85
'21:01:44.736';-127;2
'21:01:44.736';-206;1.54
'21:01:44.772';-259;-1.36
'21:01:44.805';-280;-5.08
'21:01:44.805';-280;-6.77
'21:01:44.854';-267;-5.73
'21:01:44.854';-242;-4.52
'21:01:44.854';-214;-3.44
'21:01:44.889';-185;-1.55
'21:01:44.922';-159;-0.07
'21:01:44.922';-137;0.92
'21:01:44.971';-119;1.24
'21:01:44.971';-103;1.43
'21:01:45.005';-89;1.55
'21:01:45.005';-75;1.99
'21:01:45.039';-65;2.36
'21:01:45.039';-61;3.2
'21:01:45.088';-62;4
'21:01:45.088';-68;4.22
'21:01:45.122';-75;4.77
'21:01:45.122';-82;6.43
'21:01:45.171';-86;7.66
'21:01:45.171';-86;6.63
'21:01:45.205';-82;5.07
'21:01:45.205';-76;3.53
'21:01:45.239';-70;2.43
'21:01:45.239';-62;1.7
'21:01:45.289';-57;1.51
'21:01:45.289';-52;-2.86
'21:01:45.322';-49;-6.1
'21:01:45.322';-47;56.85
'21:01:45.371';-46;66.55
'21:01:45.371';-45;26.02
'21:01:45.420';-47;-21
'21:01:45.420';-49;-32.01
'21:01:45.420';-51;-29.36
'21:01:45.469';-53;-25.34
'21:01:45.469';-54;-18.62
'21:01:45.503';-54;-8.7
'21:01:45.503';-60;0.78
'21:01:45.536';-96;5.17
'21:01:45.536';-172;4.06
'21:01:45.572';-238;0.58
'21:01:45.606';-270;-3.04
'21:01:45.606';-278;-4.78
'21:01:45.640';-267;-5.25
'21:01:45.640';-245;-4.57
'21:01:45.688';-215;-2.54
'21:01:45.688';-183;-0.77
'21:01:45.722';-157;0.48
'21:01:45.722';-132;2.22
'21:01:45.770';-113;3.46
'21:01:45.770';-97;4.56
'21:01:45.804';-83;5.28
'21:01:45.804';-69;5.74
'21:01:45.838';-59;5.57
'21:01:45.838';-54;5.45
'21:01:45.872';-57;5.37
'21:01:45.905';-65;5.31
'21:01:45.905';-75;5.83
'21:01:45.953';-85;7.3
'21:01:45.953';-90;8.41
'21:01:45.953';-92;7.27
'21:01:45.988';-91;6.39
'21:01:46.022';-86;6.02
'21:01:46.022';-80;5.32
'21:01:46.072';-75;4.79
'21:01:46.072';-69;3.72
'21:01:46.105';-63;-4.36
'21:01:46.105';-59;47.69
'21:01:46.142';-56;92.21
'21:01:46.142';-55;39.87
'21:01:46.189';-55;-5.53
'21:01:46.189';-56;-26.18
'21:01:46.238';-59;-26.04
'21:01:46.238';-59;-23.44
'21:01:46.238';-60;-18.35
'21:01:46.272';-59;-11.01
'21:01:46.272';-61;-2.23
'21:01:46.321';-81;4.96
'21:01:46.321';-146;6.68
'21:01:46.355';-217;3.84
'21:01:46.355';-258;-0.24
'21:01:46.404';-273;-2.84
'21:01:46.404';-271;-3.74
'21:01:46.439';-257;-3.49
'21:01:46.439';-233;-2.83
'21:01:46.472';-205;-1.38
'21:01:46.472';-178;-0.14
'21:01:46.521';-154;0.76
'21:01:46.521';-131;1.38
'21:01:46.571';-115;2.54
'21:01:46.571';-99;3.47
'21:01:46.605';-84;3.61
'21:01:46.605';-73;3.92
'21:01:46.654';-65;3.93
'21:01:46.654';-65;3.78
'21:01:46.654';-70;3.97
'21:01:46.689';-79;4.56
'21:01:46.723';-88;6.53
'21:01:46.723';-93;8.81
'21:01:46.771';-94;7.88
'21:01:46.771';-91;7.32
'21:01:46.771';-87;6.71
'21:01:46.803';-81;6.29
'21:01:46.838';-74;5.34
'21:01:46.838';-69;4.29
'21:01:46.872';-64;-2.46
'21:01:46.918';-60;5
'21:01:46.918';-57;76.1
'21:01:46.918';-56;52.13
'21:01:46.956';-55;9.88
'21:01:46.956';-55;-24.18
'21:01:47.002';-56;-27.27
'21:01:47.002';-57;-26.6
'21:01:47.054';-58;-23.39
'21:01:47.054';-60;-16.27
'21:01:47.054';-61;-4.49
'21:01:47.089';-73;6.54
'21:01:47.122';-127;8.73
'21:01:47.122';-202;6.09
'21:01:47.172';-250;1.43
'21:01:47.172';-270;-3.47
'21:01:47.206';-269;-5.69
'21:01:47.206';-255;-5.4
'21:01:47.241';-234;-4.97
'21:01:47.241';-206;-3.94
'21:01:47.288';-181;-2.62
'21:01:47.288';-157;-1.31
'21:01:47.322';-135;-0.04
'21:01:47.322';-117;0.86
'21:01:47.371';-100;1.45
'21:01:47.371';-85;1.85
'21:01:47.405';-72;3.01
'21:01:47.405';-62;4.03
'21:01:47.455';-57;4.28
'21:01:47.455';-61;4.44
'21:01:47.455';-69;4.55
'21:01:47.489';-79;5.31
'21:01:47.522';-86;6.82
'21:01:47.522';-87;6.35
'21:01:47.571';-88;4.16
'21:01:47.571';-86;2.87
'21:01:47.605';-79;1.99
'21:01:47.605';-72;1.43
'21:01:47.639';-64;1.07
'21:01:47.639';-59;-0.52
'21:01:47.672';-58;-8.96
'21:01:47.672';-55;58.66
'21:01:47.721';-55;85.34
'21:01:47.721';-55;33.59
'21:01:47.756';-55;-14.86
'21:01:47.756';-54;-31.14
'21:01:47.803';-54;-30.33
'21:01:47.803';-53;-27.09
'21:01:47.837';-53;-21.41
'21:01:47.837';-55;-12.19
'21:01:47.872';-58;-2.1
'21:01:47.906';-82;4.11
'21:01:47.906';-152;6.26
'21:01:47.953';-221;2.67
'21:01:47.953';-259;-1.61
'21:01:47.953';-270;-4.58
'21:01:47.989';-263;-5.19
'21:01:48.022';-244;-4.47
'21:01:48.022';-219;-2.9
'21:01:48.071';-193;-1.7
'21:01:48.071';-167;-0.59
'21:01:48.105';-145;0.45
'21:01:48.105';-126;1.74
'21:01:48.154';-109;3.28
'21:01:48.154';-93;5.04
'21:01:48.154';-78;6.33
'21:01:48.188';-65;6.85
'21:01:48.222';-59;6.63
'21:01:48.222';-60;6.49
'21:01:48.257';-66;6.01
'21:01:48.257';-76;6.98
'21:01:48.306';-84;9.24
'21:01:48.306';-89;9.78
'21:01:48.339';-92;7.7
'21:01:48.339';-89;5.21
'21:01:48.372';-86;3.32
'21:01:48.421';-80;2.14
'21:01:48.421';-71;1.13
'21:01:48.421';-66;0.2
'21:01:48.455';-60;-7.43
'21:01:48.455';-55;42.84
'21:01:48.488';-52;91.26
'21:01:48.522';-51;38.31
'21:01:48.522';-52;-9.26
'21:01:48.572';-52;-30.26
'21:01:48.572';-52;-33.05
'21:01:48.605';-53;-27.96
'21:01:48.605';-55;-22.94
'21:01:48.653';-58;-15.45
'21:01:48.653';-61;-6.86
'21:01:48.653';-78;0.09
'21:01:48.688';-138;0.04
'21:01:48.738';-211;-0.34
'21:01:48.738';-259;-3.66
'21:01:48.738';-275;-5.32
'21:01:48.786';-272;-5.91
'21:01:48.786';-255;-6.82
'21:01:48.821';-229;-7.14
'21:01:48.821';-198;-6.87
'21:01:48.870';-168;-5.65
'21:01:48.870';-147;-4.49
'21:01:48.870';-129;-3.83
'21:01:48.905';-114;-2.37
'21:01:48.955';-103;-0.85
'21:01:48.955';-92;0.93
'21:01:48.955';-82;1.93
'21:01:49.004';-76;2.84
'21:01:49.004';-74;3.73
'21:01:49.039';-78;4.88
'21:01:49.039';-88;7.41
'21:01:49.088';-99;8.66
'21:01:49.088';-105;7.49
'21:01:49.122';-109;4.9
'21:01:49.122';-108;2.78
'21:01:49.171';-105;1.4
'21:01:49.171';-99;0.93
'21:01:49.205';-91;1.5
'21:01:49.205';-84;-1.62
'21:01:49.254';-77;-4.27
'21:01:49.254';-73;55.47
'21:01:49.254';-70;86.17
'21:01:49.290';-68;27.83
'21:01:49.290';-68;-15.47
'21:01:49.327';-67;-25.98
'21:01:49.363';-64;-25.34
'21:01:49.363';-67;-22.69
'21:01:49.405';-70;-18.35
'21:01:49.405';-73;-9.98
'21:01:49.454';-88;-0.4
'21:01:49.454';-136;5.27
'21:01:49.454';-199;7.28
'21:01:49.489';-242;6.74
'21:01:49.522';-262;4.88
'21:01:49.522';-264;3.23
'21:01:49.571';-252;2.15
'21:01:49.571';-232;2.41
'21:01:49.571';-205;3.06
'21:01:49.605';-177;3.04
'21:01:49.655';-154;3.03
'21:01:49.655';-133;3.19
'21:01:49.655';-113;3.31
'21:01:49.689';-96;3.69
'21:01:49.738';-81;4.5
'21:01:49.738';-69;5.16
'21:01:49.738';-62;5.73
'21:01:49.786';-62;6.2
'21:01:49.786';-70;7.58
'21:01:49.819';-80;10.73
'21:01:49.819';-88;10.83
'21:01:49.853';-92;8.16
'21:01:49.853';-95;6.35
'21:01:49.893';-93;4.15
'21:01:49.893';-88;2.65
'21:01:49.937';-80;1.75
'21:01:49.937';-76;0.03
'21:01:49.988';-70;-11.21
'21:01:49.988';-64;72.83
'21:01:50.022';-60;105.38
'21:01:50.022';-57;34.95
'21:01:50.071';-54;-22.66
'21:01:50.071';-52;-42.95
'21:01:50.071';-51;-42.24
'21:01:50.105';-51;-38.1
'21:01:50.138';-51;-33.42
'21:01:50.138';-51;-25.02
'21:01:50.188';-57;-12.48
'21:01:50.188';-92;-5.71
'21:01:50.222';-164;-3.03
'21:01:50.222';-225;-3.93
'21:01:50.255';-258;-5.72
'21:01:50.255';-266;-6.16
'21:01:50.289';-259;-5.84
'21:01:50.338';-239;-4.68
'21:01:50.338';-214;-3.19
'21:01:50.338';-189;-1.39
'21:01:50.386';-163;0.34
'21:01:50.386';-144;2.54
'21:01:50.425';-125;4.48
'21:01:50.425';-110;5.72
'21:01:50.463';-97;6.14
'21:01:50.463';-84;6.9
'21:01:50.503';-75;7.44
'21:01:50.503';-71;6.86
'21:01:50.538';-73;6.44
'21:01:50.538';-80;7.2
'21:01:50.572';-88;8.72
'21:01:50.572';-94;10.98
'21:01:50.605';-98;9.32
'21:01:50.655';-99;5.22
'21:01:50.655';-93;3.85
'21:01:50.655';-85;2.1
'21:01:50.704';-78;1.37
'21:01:50.704';-72;0.67
'21:01:50.739';-67;-1.12
'21:01:50.739';-65;-10.67
'21:01:50.785';-62;92.97
'21:01:50.785';-62;91.17
'21:01:50.821';-61;46.62
'21:01:50.821';-60;-22.18
'21:01:50.868';-58;-34.41
'21:01:50.868';-57;-37.52
'21:01:50.868';-58;-32.79
'21:01:50.914';-56;-27.47
'21:01:50.914';-58;-17.11
'21:01:50.953';-65;-7.34
'21:01:50.953';-109;-4.07
'21:01:51.000';-184;-2.1
'21:01:51.000';-241;-5.3
'21:01:51.046';-270;-9.8
'21:01:51.046';-275;-11.29
'21:01:51.093';-265;-11.18
'21:01:51.093';-242;-10.57
'21:01:51.093';-214;-8.38
'21:01:51.140';-185;-6.01
'21:01:51.140';-162;-3.5
'21:01:51.186';-143;-0.28
'21:01:51.186';-126;0.25
'21:01:51.186';-113;0.8
'21:01:51.233';-102;1.13
'21:01:51.233';-93;1.8
'21:01:51.280';-90;1.84
'21:01:51.280';-88;1.68
'21:01:51.327';-91;2.08
'21:01:51.327';-97;2.94
'21:01:51.373';-102;3.36
'21:01:51.373';-106;6.68
'21:01:51.373';-113;12.34
'21:01:51.420';-114;10.74
'21:01:51.420';-112;8.51
'21:01:51.458';-108;5.28
'21:01:51.458';-103;5.58
'21:01:51.503';-98;3.87
'21:01:51.503';-94;3.26
'21:01:51.538';-92;-0.14
'21:01:51.538';-89;-10.39
'21:01:51.586';-87;112.59
'21:01:51.586';-84;127.82
'21:01:51.622';-81;60.48
'21:01:51.622';-81;-5.18
'21:01:51.655';-80;-40.29
'21:01:51.655';-81;-46.57
'21:01:51.704';-79;-37.96
'21:01:51.704';-80;-33.84
'21:01:51.738';-80;-23.4
'21:01:51.738';-88;-14.66
'21:01:51.786';-132;-14.26
'21:01:51.786';-194;-9.5
'21:01:51.819';-235;-7.87
'21:01:51.819';-252;-8.31
'21:01:51.853';-253;-6.42
'21:01:51.853';-243;-6.61
'21:01:51.887';-229;-5.68
'21:01:51.887';-213;-2.12
'21:01:51.922';-196;-1.31
'21:01:51.969';-181;-1.85
'21:01:51.969';-166;-0.54
'21:01:51.969';-151;-1.53
'21:01:52.003';-138;-1.94
'21:01:52.039';-126;-2.19
'21:01:52.039';-113;-2.79
'21:01:52.088';-100;-2.19
'21:01:52.088';-92;-0.23
'21:01:52.088';-92;-0.16
'21:01:52.120';-96;1.02
'21:01:52.155';-99;4.11
'21:01:52.155';-102;10.95
'21:01:52.205';-103;14.04
'21:01:52.205';-101;9.06
'21:01:52.238';-98;9.03
'21:01:52.238';-92;9.02
'21:01:52.272';-87;8.77
'21:01:52.272';-83;9.03
'21:01:52.305';-78;7.47
'21:01:52.305';-73;-0.69
'21:01:52.338';-68;59.27
'21:01:52.386';-64;111.05
'21:01:52.386';-62;50.09
'21:01:52.386';-62;-9.44
'21:01:52.419';-62;-30.86
'21:01:52.453';-62;-30.21
'21:01:52.453';-63;-27.42
'21:01:52.490';-67;-23.87
'21:01:52.490';-71;-14.75
'21:01:52.527';-77;-4.56
'21:01:52.527';-103;4.39
'21:01:52.573';-151;5.36
'21:01:52.573';-196;5.62
'21:01:52.606';-226;3
'21:01:52.641';-240;3
'21:01:52.641';-242;3
'21:01:52.673';-236;3
'21:01:52.673';-222;3.52
'21:01:52.722';-206;4.71
'21:01:52.722';-189;5.01
'21:01:52.756';-174;5.01
'21:01:52.756';-162;5.18
'21:01:52.804';-151;5.47
'21:01:52.804';-139;5.87
'21:01:52.837';-126;6.72
'21:01:52.837';-114;7.58
'21:01:52.872';-106;8.12
'21:01:52.872';-108;8.96
'21:01:52.907';-112;10.59
'21:01:52.955';-118;12.96
'21:01:52.955';-120;13.32
'21:01:52.955';-121;9.67
'21:01:52.989';-117;5.51
'21:01:52.989';-112;3.05
'21:01:53.040';-105;-1.06
'21:01:53.040';-100;-3.29
'21:01:53.074';-95;-6.79
'21:01:53.074';-91;-23.2
'21:01:53.122';-87;80.78
'21:01:53.122';-81;133.26
'21:01:53.156';-78;40.97
'21:01:53.156';-74;-21.78
'21:01:53.206';-72;-41.29
'21:01:53.206';-72;-44.03
'21:01:53.240';-70;-42
'21:01:53.240';-67;-35.38
'21:01:53.273';-66;-26.37
'21:01:53.273';-72;-16.77
'21:01:53.322';-98;-7.19
'21:01:53.322';-141;-2.19
'21:01:53.356';-182;-4.2
'21:01:53.356';-211;-2.85
'21:01:53.407';-228;-2.19
'21:01:53.407';-231;-1.54
'21:01:53.440';-225;-1.13
'21:01:53.440';-217;0.08
'21:01:53.487';-204;1.63
'21:01:53.487';-189;2.92
'21:01:53.487';-174;3.54
'21:01:53.522';-161;3.39
'21:01:53.556';-149;3.31
'21:01:53.556';-136;3.81
'21:01:53.594';-123;4.22
'21:01:53.594';-112;4.93
'21:01:53.640';-106;5.15
'21:01:53.640';-106;5.68
'21:01:53.688';-109;6.13
'21:01:53.688';-113;6.49
'21:01:53.688';-118;8.25
'21:01:53.722';-119;10.31
'21:01:53.757';-118;9.89
